Unit name,Zone,Country,name,Status,Operator,Construction's begin,Commissioning Year,Decommissioning Year,Category,Energy 1,Energy 2,Energy 3,Technology,Sub Energy 1,Sub Energy 2,Sub Energy 3,Sub-techno.,CHP,CCS,Barge,Desalination,capacity,Energy Capacity (MWh),Discharge duration (hours),Last Update,Comment,City,lat,long,CAPEX (USDm),Date of financing,Production 2007 (GWh),Production 2008 (GWh),Production 2009 (GWh),Production 2010 (GWh),Production 2011 (GWh),Production 2012 (GWh),Production 2013 (GWh),Production 2014 (GWh),Production 2015 (GWh),Production 2016 (GWh),Production 2017 (GWh),Production 2018 (GWh),Production 2019 (GWh),Production 2020 (GWh),Load factor 2007 (%),Load factor 2008 (%),Load factor 2009 (%),Load factor 2010 (%),Load factor 2011 (%),Load factor 2012 (%),Load factor 2013 (%),Load factor 2014 (%),Load factor 2015 (%),Load factor 2016 (%),Load factor 2017 (%),Load factor 2018 (%),Load factor 2019 (%),Load factor 2020 (%),cluster
Eisleben,Europe,Germany,Eisleben,Operational,Trianel,,2013.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.6,,,20/09/2021,,Eisleben,51.5195173,11.5576749,60.460734984879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Lindenhardter,Europe,Germany,Lindenhardter,Operational,Ostwind,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Bayreuth,49.9456399,11.5713346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Gorike,Europe,Germany,Gorike,Operational,EnBW,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Görike,52.94,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Haupersweiler,Europe,Germany,Haupersweiler,Operational,EnBW,,2011.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Haupersweiler,49.5234058,7.2650054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Schwienau-2,Europe,Germany,Schwienau-2,Operational,EnBW,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Schwienau,53.0,10.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Eisenach-2,Europe,Germany,Eisenach-2,Operational,EnBW,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Welschbillig,49.8535619,6.5654026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Norderhof-1,Europe,Germany,Norderhof,Operational,Bürgerwindfarm Galmsbüll,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.1,,,20/09/2021,,Galmsbüll,54.775205,8.770792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Norderhof II,Europe,Germany,Norderhof,Operational,Bürgerwindfarm Galmsbüll,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.6,,,20/09/2021,,Galmsbüll,54.775205,8.770792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Kastorf,Europe,Germany,Kastorf,Operational,KGAL,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.5,,,20/09/2021,Sold by PNE Wind (WKN) to KGAL in January 2014.,Kastorf,53.7460963,10.5683994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Neu Kosenow,Europe,Germany,Neu Kosenow,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,60.0,,,20/09/2021,,Anklam,53.8502906,13.6959731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Offenbach an der Queich II,Europe,Germany,Offenbach an der Queich II,Operational,Juwi,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.2,,,20/09/2021,,Offenbach an der Queich-2,49.203048,8.1395956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Holzacker-Knorburg,Europe,Germany,Holzacker-Knorburg,Operational,Holzacker-Knorburg,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Stadum,54.7381336,9.0485676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Calau IIA-1 (Calau II D),Europe,Germany,Calau IIA-1 (Calau II D),Operational,CEE Windpark Calau,,2013.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.4,,,20/09/2021,,Calau,51.7428349,13.9633134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Eider,Europe,Germany,Eider,Operational,BWP EIder,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,69.3,,,20/09/2021,,Norderheistedt,54.1802107,10.0981436,120.92146996976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Anklam WPP,Europe,Germany,Anklam WPP,Operational,Enertrag,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.6,,,20/09/2021,,Anklam,53.8502906,13.6959731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Bartelsdorf,Europe,Germany,Bartelsdorf,Operational,RWE,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,32.0,,,20/09/2021,,Bartelsdorf,53.1279108,9.4891755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Bawöste,Europe,Germany,Bawöste,Operational,Agro-WEA,,2011.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.8,,,20/09/2021,,Freren,52.4867411,7.5442884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Bertkow,Europe,Germany,Bertkow,Operational,Enercon,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.6,,,20/09/2021,,Bertkow,52.7252798,11.9042914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Bertkow II,Europe,Germany,Bertkow II,Operational,Enercon,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,52.8,,,20/09/2021,,Bertkow,52.7252798,11.9042914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Bimolten,Europe,Germany,Bimolten,Operational,Öko Windpark Bimolten GmbH,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,29.2,,,20/09/2021,,Nordhorn (Bimolten),52.5151392,7.0828937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Süderlügum,Europe,Germany,Süderlügum,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,36.0,,,20/09/2021,,Süderlügum,54.8730169,8.8975171,38.694870390322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Kerpen - II,Europe,Germany,Kerpen - II,Operational,Energiekontor,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.6,,,20/09/2021,,Blatzheim,50.872602,6.692641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Letschin - II,Europe,Germany,Letschin - II,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Letschin,52.64,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
Frose I,Europe,Germany,Frose I,Operational,Windpark Ermsleben,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Frose,51.7955889,11.3788391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Gattendorf,Europe,Germany,Gattendorf,Operational,REWAG Regensburger Energie-und Wasserversorgung AG&Co. KG,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Gattendorf,50.3195913,11.9902156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Haiger,Europe,Germany,Haiger,Operational,HSE Windpark Haiger GmbH & Co. KG,,2013.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,Haiger,50.7412021,8.2065505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Hamersen,Europe,Germany,Hamersen,Operational,Windpark Hamersen GmbH & Co. KG,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Hamersen,53.2562835,9.4812616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Havelland,Europe,Germany,Havelland,Operational,"Stadtwerke München GmbH, 
HEAG Südhessische Energie AG (HSE)",,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,171.0,,,20/09/2021,,Raum Brandenburg,52.4125287,12.5316444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Helmstadt,Europe,Germany,Helmstadt,Operational,ENGIE,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.5,,,20/09/2021,,Helmstadt,49.7616174,9.7096468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Hettstedt,Europe,Germany,Hettstedt,Operational,Enertrag,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Hettstedt,51.6441297,11.5092361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Hohenahr,Europe,Germany,Hohenahr,Operational,Mainova,,2013.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.4,,,16/11/2021,,Hohenahr,51.4332367,7.6615938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Homburg,Europe,Germany,Homburg,Operational,Prokon,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Homburg,49.3295827,7.3398428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Illschwang,Europe,Germany,Illschwang,Operational,FLEMMA W.1 Energie GmbH & Co. KG,,2013.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Illschwang,49.4496882,11.6857186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Jennelt II,Europe,Germany,Jennelt II,Operational,Windpark Jennelt II GmbH & Co. KG,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Jennelt,53.463333,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Kemberg II,Europe,Germany,Kemberg II,Operational,EnBW,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Kemberg bzw. Bad Schmiedeberg,51.6859875,12.7333271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Külz II,Europe,Germany,Külz II,Operational,Windpark GmbH & Co. Külz II KG,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,Külz,50.0075,7.495556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Kutenholz II,Europe,Germany,Kutenholz,Operational,Enercon,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.2,,,20/09/2021,,Kutenholz,53.4814104,9.3214067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Lasbek,Europe,Germany,Lasbek,Operational,RWE,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.8,,,20/09/2021,,Lasbek,53.7466687,10.3437661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Loccum,Europe,Germany,Loccum,Operational,Loccumer Windparksbetriebsgesellschaft mbH,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,Loccum,52.4545984,9.1496458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Losten,Europe,Germany,Losten,Operational,E.dis,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Losten,53.7975993,11.4680249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
Louisfelde,Europe,Germany,Louisfelde,Operational,Enertrag,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,64.6,,,20/09/2021,,Louisfelde,53.4928988,13.8073386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Lövenich,Europe,Germany,Lövenich,Operational,ENGIE,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Lövenich,50.946667,6.829444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Mehring,Europe,Germany,Mehring,Operational,Enercon,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Mehring,49.7971999,6.8237034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Meinheim,Europe,Germany,Meinheim,Operational,MS Windkraft GmbH,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.0,,,20/09/2021,,Meinheim,49.0281089,10.8122122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Miltzow,Europe,Germany,Miltzow,Operational,E.dis,,2013.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,16/11/2021,,Miltzow,54.1953595,13.1906361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Möthlitz,Europe,Germany,Möthlitz,Operational,"EBLD Möthlitz GmbH /
Itec International",,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Möthlitz,52.4757001,12.3958996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Naundorf I,Europe,Germany,Naundorf I,Operational,E.dis,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Naundorf,51.2568083,13.1087681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
New Wörrstadt,Europe,Germany,New Wörrstadt,Operational,New Breeze GmbH & Co. Wind Wörrstadt KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.7,,,20/09/2021,,Wörrstadt,49.8423554,8.1160636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Niederhambach,Europe,Germany,Niederhambach,Operational,Mainova,,2013.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.9,,,20/09/2021,,Niederhambach,49.684444,7.208611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Niederkirchen,Europe,Germany,Niederkirchen,Operational,Pfalzwind,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Niederkirchen,49.4120809,8.2130029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Niederndodeleben,Europe,Germany,Niederndodeleben,Operational,Enercon,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.8,,,20/09/2021,,Ebendorf,49.8376884,12.0479417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Osterweddingen,Europe,Germany,Osterweddingen,Operational,Enertrag,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,75.0,,,20/09/2021,,Osterweddingen,52.041892,11.578297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Polch WPP,Europe,Germany,Polch WPP,Operational,Pfalzwind,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.3,,,20/09/2021,,Polch,50.3015713,7.3132187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Querstedt,Europe,Germany,Querstedt,Operational,E.ON,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Querstedt,52.6015037,11.6629407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Rheine,Europe,Germany,Rheine,Operational,Rheiner Windpark GmbH & Co. KG,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Rheine,52.2766061,7.4384403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Röbel,Europe,Germany,Röbel,Operational,Enertrag,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.2,,,20/09/2021,,Röbel,53.3757753,12.5998505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Ruhleben,Europe,Germany,Ruhleben,Operational,Enertrag,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,29.1,,,20/09/2021,,Pasewalk,53.5038857,13.999031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Schlalach,Europe,Germany,Schlalach,Operational,Windpark GmbH & Co. Schlalach KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,51.3,,,20/09/2021,,Schlalach,52.133608,12.8599068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
Teutschenthal,Europe,Germany,Teutschenthal,Operational,Rowind GmbH,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.5,,,20/09/2021,,"Teutschenthal, OT Steuden",51.4197001,11.7658106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Ulrichstein/Helpershain,Europe,Germany,Ulrichstein/Helpershain,Operational,Hessenenergie,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.3,,,20/09/2021,,Ulrichstein/Helpershain,50.607778,9.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Walchum,Europe,Germany,Walchum,Operational,WEA,,2011.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Dersum,52.9596414,7.275985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Walchum - II,Europe,Germany,Walchum,Operational,WEA,,2011.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Dersum,52.9596414,7.275985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Walchum - III,Europe,Germany,Walchum,Operational,WEA,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.3,,,20/09/2021,,Dersum,52.9596414,7.275985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Waldhausen,Europe,Germany,Waldhausen,Operational,Breeze Three Energy GmbH & Co. KG,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Aalen,48.8366887,10.0971163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Wertheim,Europe,Germany,Wertheim,Operational,Breeze Three Energy GmbH & Co. KG,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Wertheim,49.7586035,9.5128511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Burg,Europe,Germany,Burg,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Burg,52.2709013,11.8553502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Emmendorf,Europe,Germany,Emmendorf,Operational,Windpark Emmendorf GmbH & Co. KG,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Emmendorf,53.021406,10.5735585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Erkelenz,Europe,Germany,Erkelenz,Operational,Windpark Erkelenz Nr. 14,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.7,,,20/09/2021,,Erkelenz,51.0784539,6.315907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Fehmarn - I,Europe,Germany,Fehmarn - I,Operational,Fehmarn Netz,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,119.6,,,20/09/2021,,Fehmarn,54.4600619,11.1337406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Fehmarn - II,Europe,Germany,Fehmarn - II,Operational,Bürger-Windpark-Westfehmarn GmbH & Co. KG,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.9,,,20/09/2021,,Fehmarn,54.4600619,11.1337406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Fehmarn - III,Europe,Germany,Fehmarn - III,Operational,Windpark Fehmarn-Mitte,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Fehmarn,54.4600619,11.1337406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Janschwalde WPP,Europe,Germany,Janschwalde WPP,Operational,Vattenfall,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Jänschwalde,51.859392,14.4943322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Chransdorf-West WPP,Europe,Germany,Chransdorf-West WPP,Operational,PNE,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,57.6,,,20/09/2021,,Chransdorf,51.633649,14.012108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Landesbergen-wind-1,Europe,Germany,Landesbergen-wind,Operational,Windpark & Co. Weserbrise,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.6,,,20/09/2021,,Landesbergen,52.566667,9.133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Anzetel Wehlens,Europe,Germany,Anzetel Wehlens,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Wilhelmshaven,53.54,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Bad Hersfeld Wehneberg,Europe,Germany,Bad Hersfeld Wehneberg,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.2,,,20/09/2021,,Bad Hersfeld,50.8701345,9.7019675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
Badow,Europe,Germany,Badow,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,32.2,,,20/09/2021,,Schildetal Badow,53.616667,11.133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
Bagband II,Europe,Germany,Bagband II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,39.7,,,20/09/2021,,Großefehn,53.4025626,7.6077337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Beiersdorf-Freudenberg,Europe,Germany,Beiersdorf-Freudenberg,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Beiersdorf-Freudenberg,52.696667,13.801389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
Bendorf-Oersdorf,Europe,Germany,Bendorf-Oersdorf,Operational,Trianel,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,27.5,,,20/09/2021,,Bendorf-Oersdorf,54.0792971,9.3695769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Berngerode,Europe,Germany,Berngerode,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.4,,,20/09/2021,,"Schlitz, OT Rimbach",49.6236355,8.7600538,72.552881981855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Bernitt,Europe,Germany,Bernitt,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.3,,,20/09/2021,,Bernitt,53.9032516,11.8903033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Blaues Eck,Europe,Germany,Blaues Eck,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.4,,,20/09/2021,,Freiensteinau,50.4261733,9.4041114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
Bohmstedt II,Europe,Germany,Bohmstedt II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.7,,,20/09/2021,,Bohmstedt,54.5807561,9.046364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bredstedt-Land,Europe,Germany,Bredstedt-Land,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,Breklum,54.6049736,8.9865724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Brugger,Europe,Germany,Brugger,Operational,Onshore Wind 2012 Brugger,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Odelzhausen,48.3077214,11.200111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Buchhainer Heide-1,Europe,Germany,Buchhainer Heide,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Doberlug-Kirchhain OT Buchhain,51.6262662,13.5626564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Büttler Balje,Europe,Germany,Büttler Balje,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Friedrichsgabekoog,54.1509665,8.9495068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Dammfleth-Hochfeld,Europe,Germany,Dammfleth-Hochfeld,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Dammfleth,53.904843811994,9.3850708007812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Dornum - VIII,Europe,Germany,Dornum - VIII,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.1,,,20/09/2021,,Dornum,53.6435135,7.4327064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Eggstedt/Süderhastedt III-1,Europe,Germany,Eggstedt/Süderhastedt III-1,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,29.0,,,20/09/2021,,Eggstedt,54.05,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Eider II,Europe,Germany,Eider II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,46.2,,,20/09/2021,,Tellingstedt,54.2196753,9.2817246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Eimsheim II,Europe,Germany,Eimsheim II,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.3,,,20/09/2021,,Guntersblum,49.7948133,8.3459315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Emmelsbüll-Horsbüll - III,Europe,Germany,Emmelsbüll-Horsbüll - III,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,23.4,,,20/09/2021,,Emmelsbüll-Hostbüll,54.81,8.696944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Englmannsberg,Europe,Germany,Englmannsberg,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.2,,,20/09/2021,,Hohenwart,48.5898744,11.3878253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Esche Nord,Europe,Germany,Esche Nord,Operational,Bürgerwindpark Esche Verwaltungsgesellschaft,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.8,,,20/09/2021,,Esche,52.541185,6.9596763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Galgenberg,Europe,Germany,Galgenberg,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.2,,,20/09/2021,,Rothselberg,49.5466718,7.5922176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Göllheim,Europe,Germany,Göllheim,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.7,,,20/09/2021,,Göllheim,49.591966,8.047814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Grebbin Süd,Europe,Germany,Grebbin Süd,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Grebbin,53.5142935,11.8645982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Green City Energy Windpark Maßbach,Europe,Germany,Green City Energy Windpark Maßbach,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Maßbach,50.1819381,10.2745132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Hamer-Steenfeld I,Europe,Germany,Hamer-Steenfeld I,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.2,,,20/09/2021,,Hanerau-Hademarschen,54.1418672,9.3736276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Hamwiede,Europe,Germany,Hamwiede,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.8,,,20/09/2021,,Idsingen,52.9061306,9.4878776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
